Date,USDBRL
21/08/2018,"4,0485"
22/08/2018,"4,0369"
23/08/2018,"4,1123"
24/08/2018,"4,1039"
26/08/2018,"4,1028"
27/08/2018,"4,0775"
28/08/2018,"4,1339"
29/08/2018,"4,1055"
30/08/2018,"4,1486"
31/08/2018,"4,054"
01/09/2018,"4,0538"
02/09/2018,"4,0537"
03/09/2018,"4,1548"
04/09/2018,"4,1537"
05/09/2018,"4,1431"
06/09/2018,"4,0573"
07/09/2018,"4,0581"
08/09/2018,"4,0581"
09/09/2018,"4,0438"
10/09/2018,"4,0846"
11/09/2018,"4,1516"
12/09/2018,"4,1598"
13/09/2018,"4,205"
14/09/2018,"4,1721"
16/09/2018,"4,172"
17/09/2018,"4,1321"
18/09/2018,"4,1584"
19/09/2018,"4,1303"
20/09/2018,"4,076"
21/09/2018,"4,0493"
22/09/2018,"4,0493"
23/09/2018,"4,05"
24/09/2018,"4,0913"
25/09/2018,"4,0736"
26/09/2018,"4,0308"
27/09/2018,"4,012"
28/09/2018,"4,048"
30/09/2018,"4,0527"
01/10/2018,"4,0164"
02/10/2018,"3,9395"
03/10/2018,"3,9004"
04/10/2018,"3,8739"
05/10/2018,"3,8358"
06/10/2018,"3,8343"
07/10/2018,"3,8358"
08/10/2018,"3,7772"
09/10/2018,"3,7148"
10/10/2018,"3,7548"
11/10/2018,"3,7815"
12/10/2018,"3,7816"
14/10/2018,"3,7816"
15/10/2018,"3,7339"
16/10/2018,"3,7236"
17/10/2018,"3,6862"
18/10/2018,"3,7203"
19/10/2018,"3,7114"
21/10/2018,"3,7109"
22/10/2018,"3,6823"
23/10/2018,"3,6924"
24/10/2018,"3,7311"
25/10/2018,"3,7049"
26/10/2018,"3,6413"
27/10/2018,"3,6415"
28/10/2018,"3,6416"
29/10/2018,"3,7158"
30/10/2018,"3,6946"
31/10/2018,"3,7207"
01/11/2018,"3,6949"
02/11/2018,"3,6938"
04/11/2018,"3,7"
05/11/2018,"3,7246"
06/11/2018,"3,7599"
07/11/2018,"3,7304"
08/11/2018,"3,7592"
09/11/2018,"3,7323"
10/11/2018,"3,7323"
11/11/2018,"3,7294"
12/11/2018,"3,7664"
13/11/2018,"3,8014"
14/11/2018,"3,7824"
15/11/2018,"3,7824"
16/11/2018,"3,7441"
17/11/2018,"3,7385"
18/11/2018,"3,7425"
19/11/2018,"3,7544"
20/11/2018,"3,7557"
21/11/2018,"3,7961"
22/11/2018,"3,8031"
23/11/2018,"3,8298"
24/11/2018,"3,8233"
25/11/2018,"3,673"
26/11/2018,"3,9397"
27/11/2018,"3,8735"
28/11/2018,"3,8492"
29/11/2018,"3,851"
30/11/2018,"3,8652"
01/12/2018,"3,8619"
02/12/2018,"3,8652"
03/12/2018,"3,8408"
04/12/2018,"3,8511"
05/12/2018,"3,8674"
06/12/2018,"3,8778"
07/12/2018,"3,9058"
09/12/2018,"3,9058"
10/12/2018,"3,9167"
11/12/2018,"3,9026"
12/12/2018,"3,8541"
13/12/2018,"3,8907"
14/12/2018,"3,9165"
16/12/2018,"3,9155"
17/12/2018,"3,8976"
18/12/2018,"3,9109"
19/12/2018,"3,8962"
20/12/2018,"3,8389"
21/12/2018,"3,9027"
22/12/2018,"3,9027"
23/12/2018,"3,8434"
24/12/2018,"3,9026"
25/12/2018,"3,9028"
26/12/2018,"3,9206"
27/12/2018,"3,8715"
28/12/2018,"3,8799"
30/12/2018,"3,8742"
31/12/2018,"3,88"
01/01/2019,"3,8799"
02/01/2019,"3,7863"
03/01/2019,"3,7551"
04/01/2019,"3,7117"
05/01/2019,"3,7138"
06/01/2019,"3,6612"
07/01/2019,"3,7341"
08/01/2019,"3,7124"
09/01/2019,"3,68"
10/01/2019,"3,7079"
11/01/2019,"3,7099"
12/01/2019,"3,7099"
13/01/2019,"3,6596"
14/01/2019,"3,6975"
15/01/2019,"3,7164"
16/01/2019,"3,7343"
17/01/2019,"3,7489"
18/01/2019,"3,7495"
20/01/2019,"3,7502"
21/01/2019,"3,7514"
22/01/2019,"3,812"
23/01/2019,"3,7623"
24/01/2019,"3,7698"
25/01/2019,"3,7696"
26/01/2019,"3,7719"
27/01/2019,"3,7696"
28/01/2019,"3,7596"
29/01/2019,"3,7185"
30/01/2019,"3,6814"
31/01/2019,"3,6428"
01/02/2019,"3,6583"
03/02/2019,"3,6573"
04/02/2019,"3,667"
05/02/2019,"3,6683"
06/02/2019,"3,6947"
07/02/2019,"3,7149"
08/02/2019,"3,7286"
09/02/2019,"3,7243"
10/02/2019,"3,7286"
11/02/2019,"3,7552"
12/02/2019,"3,708"
13/02/2019,"3,7532"
14/02/2019,"3,722"
15/02/2019,"3,699"
16/02/2019,"3,699"
17/02/2019,"3,6468"
18/02/2019,"3,7317"
19/02/2019,"3,722"
20/02/2019,"3,724"
21/02/2019,"3,7665"
22/02/2019,"3,7467"
23/02/2019,"3,7435"
24/02/2019,"3,7463"
25/02/2019,"3,7504"
26/02/2019,"3,7471"
27/02/2019,"3,7273"
28/02/2019,"3,7475"
01/03/2019,"3,7749"
02/03/2019,"3,7727"
03/03/2019,"3,77415"
04/03/2019,"3,7756"
05/03/2019,"3,7759"
06/03/2019,"3,84035"
07/03/2019,"3,8708"
08/03/2019,"3,8696"
09/03/2019,"3,8696"
10/03/2019,"3,86655"
11/03/2019,"3,8388"
12/03/2019,"3,8131"
13/03/2019,"3,8148"
14/03/2019,"3,842"
15/03/2019,"3,8145"
16/03/2019,"3,8145"
17/03/2019,"3,8145"
18/03/2019,"3,7915"
19/03/2019,"3,7892"
20/03/2019,"3,7757"
21/03/2019,"3,7926"
22/03/2019,"3,9075"
23/03/2019,"3,9055"
24/03/2019,"3,9075"
25/03/2019,"3,8551"
26/03/2019,"3,8764"
27/03/2019,"3,99245"
28/03/2019,"3,9013"
29/03/2019,"3,9231"
30/03/2019,"3,9231"
31/03/2019,"3,92545"
01/04/2019,"3,85205"
02/04/2019,"3,8538"
03/04/2019,"3,8698"
04/04/2019,"3,8574"
05/04/2019,"3,8753"
06/04/2019,"3,8753"
07/04/2019,"3,8755"
08/04/2019,"3,8497"
09/04/2019,"3,8497"
10/04/2019,"3,8255"
11/04/2019,"3,8573"
12/04/2019,"3,8818"
13/04/2019,"3,8758"
14/04/2019,"3,881"
15/04/2019,"3,8719"
16/04/2019,"3,9053"
17/04/2019,"3,9382"
18/04/2019,"3,9282"
19/04/2019,"3,936"
20/04/2019,"3,936"
21/04/2019,"3,936"
22/04/2019,"3,9356"
23/04/2019,"3,9198"
24/04/2019,"3,9911"
25/04/2019,"3,9542"
26/04/2019,"3,9299"
27/04/2019,"3,925"
28/04/2019,"3,9307"
29/04/2019,"3,9458"
30/04/2019,"3,9184"
01/05/2019,"3,9208"
02/05/2019,"3,9677"
03/05/2019,"3,9396"
04/05/2019,"3,939"
05/05/2019,"3,9381"
06/05/2019,"3,9697"
07/05/2019,"3,9702"
08/05/2019,"3,9278"
09/05/2019,"3,9469"
10/05/2019,"3,9572"
11/05/2019,"3,9572"
12/05/2019,"3,9612"
13/05/2019,"3,99405"
14/05/2019,"3,9766"
15/05/2019,"4,0014"
16/05/2019,"4,0477"
17/05/2019,"4,0992"
18/05/2019,"4,0992"
19/05/2019,"4,0989"
20/05/2019,"4,0964"
21/05/2019,"4,0395"
22/05/2019,"4,0404"
23/05/2019,"4,0423"
24/05/2019,"4,0225"
25/05/2019,"4,0223"
26/05/2019,"4,0227"
27/05/2019,"4,0436"
28/05/2019,"4,0249"
29/05/2019,"3,9749"
30/05/2019,"3,9815"
31/05/2019,"3,925"
01/06/2019,"3,925"
02/06/2019,"3,9257"
03/06/2019,"3,8856"
04/06/2019,"3,8551"
05/06/2019,"3,8809"
06/06/2019,"3,8799"
07/06/2019,"3,8775"
08/06/2019,"3,8775"
09/06/2019,"3,878"
10/06/2019,"3,886"
11/06/2019,"3,8566"
12/06/2019,"3,8674"
13/06/2019,"3,8497"
14/06/2019,"3,8965"
15/06/2019,"3,8877"
16/06/2019,"3,896"
17/06/2019,"3,8885"
18/06/2019,"3,861"
19/06/2019,"3,83895"
20/06/2019,"3,8393"
21/06/2019,"3,8222"
22/06/2019,"3,822"
23/06/2019,"3,822"
24/06/2019,"3,8271"
25/06/2019,"3,847"
26/06/2019,"3,8444"
27/06/2019,"3,8195"
28/06/2019,"3,8498"
29/06/2019,"3,851"
